Player,Year,Rounds,Avg_Drive_Distance,GIR_Percentage,SG_Total,Scoring_Avg,Money,Wins,Tournaments_Won
AARON BADDELEY,2007.0,83.0,291.9,60.35,1.064,70.088,3441119.0,1,FBR Open
ADAM SCOTT,2007.0,69.0,300.9,65.44,1.234,70.008,3413185.0,1,Shell Houston Open
ALEX CEJKA,2007.0,80.0,288.9,69.44,0.728,70.437,868303.0,0,
ANDERS HANSEN,2007.0,55.0,280.7,62.85,-0.089,70.856,461216.0,0,
ANDREW BUCKLE,2007.0,77.0,294.7,62.52,-0.265,71.443,513630.0,0,
ANTHONY KIM,2007.0,93.0,302.4,65.35,0.673,70.128,1545195.0,0,
ARRON OBERHOLSER,2007.0,69.0,285.5,62.25,1.183,69.807,1797458.0,0,
BART BRYANT,2007.0,87.0,281.1,66.34,0.638,70.637,1167874.0,0,
BEN CURTIS,2007.0,80.0,277.1,60.56,-0.749,71.582,772321.0,0,
BILL HAAS,2007.0,93.0,302.7,65.98,0.408,70.653,967443.0,0,
BILLY ANDRADE,2007.0,88.0,286.2,65.03,-0.241,71.588,499197.0,0,
BILLY MAYFAIR,2007.0,98.0,286.8,68.08,0.604,70.444,1814518.0,0,
BO VAN PELT,2007.0,104.0,294.7,66.4,0.949,70.051,1559181.0,0,
BOB ESTES,2007.0,88.0,282.6,63.19,0.38,70.962,878051.0,0,
BOB HEINTZ,2007.0,85.0,285.2,63.17,0.078,71.162,649342.0,0,
BOB TWAY,2007.0,103.0,284.3,63.52,-0.329,71.272,456767.0,0,
BOO WEEKLEY,2007.0,101.0,296.6,65.86,0.627,70.303,2613211.0,1,Verizon Heritage
BRANDT SNEDEKER,2007.0,105.0,285.6,64.58,0.672,70.089,2836643.0,1,Wyndham Championship
BRENDON DE JONGE,2007.0,76.0,293.8,64.35,-0.271,71.413,447172.0,0,
BRETT QUIGLEY,2007.0,79.0,290.7,62.11,0.128,71.212,717411.0,0,
BRETT WETTERICH,2007.0,88.0,303.3,66.28,0.134,70.902,2208282.0,0,
BRIAN BATEMAN,2007.0,55.0,291.6,61.33,-0.739,71.657,1022763.0,1,Buick Open
BRIAN DAVIS,2007.0,101.0,279.6,64.96,0.593,70.799,1289207.0,0,
BRIAN GAY,2007.0,107.0,270.0,62.94,0.356,70.877,1114571.0,0,
BRINY BAIRD,2007.0,115.0,292.1,69.27,0.586,70.662,985453.0,0,
BRYCE MOLDER,2007.0,56.0,291.2,59.47,-1.443,72.853,257593.0,0,
BUBBA DICKERSON,2007.0,51.0,298.9,59.34,-1.63,72.712,87430.0,0,
BUBBA WATSON,2007.0,80.0,315.2,65.49,0.372,70.914,1654807.0,0,
CAMERON BECKMAN,2007.0,96.0,291.9,69.87,0.418,70.845,902258.0,0,
CAMILO VILLEGAS,2007.0,82.0,298.3,65.72,0.949,70.163,1866961.0,0,
CARL PETTERSSON,2007.0,111.0,288.5,63.84,0.821,70.453,2040938.0,0,
CHAD CAMPBELL,2007.0,96.0,287.0,63.77,-0.237,71.309,1701242.0,1,Viking Classic
CHARLES HOWELL III,2007.0,89.0,299.8,63.37,0.368,70.655,2832091.0,1,Nissan Open
CHARLES WARREN,2007.0,101.0,302.8,68.37,0.314,70.793,1068440.0,0,
CHARLEY HOFFMAN,2007.0,97.0,299.9,64.03,-0.034,71.229,1689366.0,1,Bob Hope Chrysler Classic
CHARLIE WI,2007.0,90.0,286.0,66.35,0.421,70.873,1145975.0,0,
CHRIS COUCH,2007.0,76.0,299.8,64.11,-0.616,71.783,355386.0,0,
CHRIS DIMARCO,2007.0,79.0,282.4,60.53,0.115,70.913,950414.0,0,
CHRIS RILEY,2007.0,59.0,280.6,62.12,0.305,71.009,403199.0,0,
CHRIS STROUD,2007.0,66.0,290.0,66.15,-0.041,71.218,673106.0,0,
CHRIS TIDLAND,2007.0,59.0,292.9,63.64,-0.706,71.967,339482.0,0,
CLIFF KRESGE,2007.0,107.0,285.6,64.75,0.074,70.76,901549.0,0,
COREY PAVIN,2007.0,81.0,265.3,60.77,-0.178,71.276,498252.0,0,
CRAIG BARLOW,2007.0,52.0,295.5,67.2,0.024,71.343,154214.0,0,
CRAIG BOWDEN,2007.0,78.0,273.1,64.91,-0.004,71.565,333970.0,0,
CRAIG KANADA,2007.0,109.0,277.2,64.5,0.011,71.065,743305.0,0,
CRAIG LILE,2007.0,77.0,283.9,63.04,-0.108,71.386,255659.0,0,
D.J. BRIGMAN,2007.0,67.0,288.9,66.05,-0.49,71.467,268205.0,0,
D.J. TRAHAN,2007.0,99.0,295.1,66.95,-0.029,71.083,1106374.0,0,
DAISUKE MARUYAMA,2007.0,86.0,288.6,64.91,-0.385,71.547,499206.0,0,
DANIEL CHOPRA,2007.0,106.0,297.6,65.2,0.402,70.948,1755110.0,1,Ginn sur Mer Classic
DARRON STILES,2007.0,65.0,284.8,65.48,-0.649,71.592,215379.0,0,
DAVID BRANSHAW,2007.0,83.0,289.2,64.73,-1.044,72.223,323407.0,0,
DAVID TOMS,2007.0,80.0,282.5,63.78,0.89,69.883,2095837.0,0,
DAVIS LOVE III,2007.0,66.0,296.8,64.02,0.048,70.984,1016489.0,0,
DEAN WILSON,2007.0,92.0,277.2,63.35,0.444,70.557,1258507.0,0,
DICKY PRIDE,2007.0,71.0,281.4,63.6,-0.322,71.465,415792.0,0,
DOUG LABELLE II,2007.0,104.0,276.6,64.33,-0.338,71.332,604633.0,0,
DUFFY WALDORF,2007.0,69.0,287.5,66.99,-0.25,71.648,359018.0,0,
ERIC AXLEY,2007.0,107.0,287.8,61.32,-0.726,71.97,440911.0,0,
ERNIE ELS,2007.0,59.0,297.9,64.66,1.578,69.294,2705715.0,0,
FRANK LICKLITER II,2007.0,95.0,284.2,65.15,0.088,71.137,584084.0,0,
FRED FUNK,2007.0,65.0,271.8,61.75,0.211,70.55,1239376.0,1,Mayakoba Golf Classic
FREDDIE JACOBSON,2007.0,70.0,284.7,66.19,1.012,70.259,1469541.0,0,
GAVIN COLES,2007.0,87.0,268.3,62.58,-0.286,71.245,511353.0,0,
GEOFF OGILVY,2007.0,84.0,295.3,62.75,0.821,70.085,2943203.0,0,
GEORGE MCNEILL,2007.0,95.0,298.2,63.43,0.274,70.991,1504627.0,1,Frys.com Open
GLEN DAY,2007.0,85.0,280.7,64.33,-0.175,71.172,397491.0,0,
GREG OWEN,2007.0,81.0,296.5,68.14,-0.915,72.086,426601.0,0,
HARRISON FRAZAR,2007.0,88.0,302.8,63.63,-0.429,71.569,698534.0,0,
HEATH SLOCUM,2007.0,101.0,279.6,66.45,0.879,69.948,2184379.0,0,
HENRIK STENSON,2007.0,52.0,296.3,61.23,0.288,70.935,1897554.0,1,WGC-Accenture Match Play Championship
HUNTER MAHAN,2007.0,91.0,296.7,66.91,0.632,69.99,2858995.0,1,Travelers Championship
IAN POULTER,2007.0,63.0,282.5,61.67,0.92,70.073,1431390.0,0,
J.B. HOLMES,2007.0,71.0,312.6,64.57,-0.336,71.377,874216.0,0,
J.J. HENRY,2007.0,86.0,294.4,66.67,0.473,70.506,1088660.0,0,
J.P. HAYES,2007.0,89.0,291.9,62.92,0.295,71.065,890815.0,0,
JACO VAN ZYL,2007.0,51.0,285.3,63.95,-1.141,72.691,53763.0,0,
JARROD LYLE,2007.0,77.0,292.6,64.61,0.17,71.142,390303.0,0,
JASON BOHN,2007.0,57.0,287.1,65.01,0.348,70.614,527512.0,0,
JASON DUFNER,2007.0,100.0,289.7,65.06,-0.012,71.154,574992.0,0,
JASON GORE,2007.0,86.0,303.0,65.57,0.208,70.969,1105985.0,0,
JASON SCHULTZ,2007.0,63.0,295.7,62.24,-0.474,71.69,163244.0,0,
JEFF BREHAUT,2007.0,59.0,291.2,65.11,-0.647,71.754,202389.0,0,
JEFF GOVE,2007.0,103.0,290.5,70.17,0.038,71.146,526644.0,0,
JEFF MAGGERT,2007.0,79.0,284.2,66.53,-0.047,71.195,845585.0,0,
JEFF OVERTON,2007.0,60.0,299.3,68.87,0.882,70.339,1009630.0,0,
JEFF QUINNEY,2007.0,95.0,281.5,65.61,-0.037,71.112,1612056.0,0,
JEFF SLUMAN,2007.0,60.0,280.5,61.01,-0.648,71.758,273192.0,0,
JERRY KELLY,2007.0,101.0,281.0,64.83,0.621,70.313,1978034.0,0,
JESPER PARNEVIK,2007.0,88.0,288.5,66.53,0.604,70.629,1075216.0,0,
JIM FURYK,2007.0,84.0,279.7,69.44,1.119,69.474,4154046.0,1,Canadian Open
JIM RUTLEDGE,2007.0,59.0,288.5,64.24,-1.466,72.679,62242.0,0,
JOE DURANT,2007.0,88.0,284.3,68.52,-0.021,71.038,723599.0,0,
JOE OGILVIE,2007.0,102.0,289.5,61.68,0.425,70.761,1339153.0,1,U.S. Bank Championship in Milwaukee
JOEY SINDELAR,2007.0,75.0,287.1,66.67,-0.273,71.664,310717.0,0,
JOHN DALY,2007.0,59.0,312.9,61.3,-0.775,71.927,248501.0,0,
JOHN MALLINGER,2007.0,96.0,280.9,62.96,0.0,71.085,1681764.0,0,
JOHN MERRICK,2007.0,92.0,297.1,69.13,-0.025,71.265,649438.0,0,
JOHN ROLLINS,2007.0,102.0,290.4,63.64,0.517,70.419,2488891.0,0,
JOHN SENDEN,2007.0,97.0,294.2,70.33,0.528,70.566,1899558.0,0,
JOHNSON WAGNER,2007.0,97.0,285.5,67.75,0.195,71.144,1013024.0,0,
JONATHAN BYRD,2007.0,73.0,292.0,63.55,0.51,70.488,1854906.0,1,John Deere Classic
JOSÃÂ© COCERES,2007.0,50.0,273.0,61.96,-0.038,70.737,1287843.0,0,
JOSÃÂ© MARÃÂ­A OLAZÃÂ¡BAL,2007.0,52.0,276.0,54.33,-0.464,71.521,979249.0,0,
JUSTIN LEONARD,2007.0,95.0,282.7,64.8,0.517,70.527,2079248.0,1,Valero Texas Open
JUSTIN ROSE,2007.0,63.0,288.7,65.73,0.878,69.301,2705875.0,0,
K.J. CHOI,2007.0,87.0,284.1,65.29,1.392,69.611,4587859.0,0,
KEN DUKE,2007.0,112.0,288.4,65.58,0.539,70.628,1927102.0,0,
KENNY PERRY,2007.0,83.0,299.6,67.54,0.643,70.369,1197618.0,0,
KENT JONES,2007.0,97.0,287.1,66.95,0.175,71.162,651108.0,0,
KEVIN NA,2007.0,84.0,287.4,61.97,0.321,70.884,856669.0,0,
KEVIN STADLER,2007.0,95.0,292.9,65.57,-0.7,71.895,810876.0,0,
KEVIN SUTHERLAND,2007.0,85.0,291.3,65.49,0.059,70.747,1351942.0,0,
KIRK TRIPLETT,2007.0,77.0,277.5,65.58,-0.584,71.818,316034.0,0,
KYLE REIFERS,2007.0,71.0,296.3,64.49,-0.764,72.407,276369.0,0,
LEE JANZEN,2007.0,66.0,288.0,64.32,-0.609,71.715,409189.0,0,
LUCAS GLOVER,2007.0,98.0,295.4,66.27,0.731,70.417,1664167.0,0,
LUKE DONALD,2007.0,69.0,278.4,63.18,0.927,70.118,2190053.0,0,
MARCO DAWSON,2007.0,73.0,289.8,63.62,-0.004,71.336,521432.0,0,
MARK BROOKS,2007.0,53.0,275.2,64.85,-0.712,71.783,162839.0,0,
MARK CALCAVECCHIA,2007.0,93.0,290.2,64.11,0.504,70.579,2993332.0,1,PODS Championship
MARK HENSBY,2007.0,81.0,287.0,63.37,-0.267,71.408,969731.0,0,
MARK WILSON,2007.0,87.0,285.3,64.86,0.467,70.57,1637112.0,1,The Honda Classic
MATHEW GOGGIN,2007.0,97.0,298.7,68.84,0.347,70.703,969488.0,0,
MATHIAS GRÃÂ¶NBERG,2007.0,95.0,301.5,64.5,-0.003,71.214,785180.0,0,
MATT HENDRIX,2007.0,63.0,301.7,64.94,-1.217,72.369,108269.0,0,
MATT KUCHAR,2007.0,85.0,277.1,64.95,0.41,70.703,886146.0,0,
MICHAEL ALLEN,2007.0,74.0,293.0,66.59,0.094,71.077,1016952.0,0,
MICHAEL BOYD,2007.0,61.0,278.7,63.06,-0.861,72.095,126839.0,0,
MICHAEL PUTNAM,2007.0,96.0,294.5,67.03,-0.175,71.215,422359.0,0,
MICHAEL SIM,2007.0,52.0,291.1,64.53,0.04,71.219,399900.0,0,
MIKE WEIR,2007.0,82.0,289.3,63.03,0.711,70.151,1986053.0,1,Fry's Electronics Open
NATHAN GREEN,2007.0,103.0,284.3,61.9,0.263,70.644,1380317.0,0,
NICK O'HERN,2007.0,72.0,279.3,60.21,0.17,70.63,1342391.0,0,
NICK WATNEY,2007.0,87.0,301.4,66.48,0.256,70.789,1838629.0,1,Zurich Classic of New Orleans
PADRAIG HARRINGTON,2007.0,64.0,293.2,60.3,0.926,69.822,2658283.0,0,
PARKER MCLACHLIN,2007.0,83.0,288.5,60.55,-0.344,71.516,627582.0,0,
PAT PEREZ,2007.0,84.0,296.6,65.49,0.33,70.051,1678295.0,0,
PAUL GOW,2007.0,70.0,280.1,63.72,-0.985,72.016,264149.0,0,
PAUL GOYDOS,2007.0,60.0,272.4,59.42,0.193,70.807,1229355.0,1,Sony Open in Hawaii
PAUL STANKOWSKI,2007.0,52.0,295.7,63.19,-0.349,71.427,282389.0,0,
PETER LONARD,2007.0,85.0,290.9,64.61,0.141,70.611,1259881.0,0,
PHIL MICKELSON,2007.0,73.0,298.1,64.95,1.597,69.456,5819988.0,3,"AT&T Pebble Beach National Pro-Am, The Players Championship, Deutsche Bank Championship"
RETIEF GOOSEN,2007.0,50.0,292.9,58.91,0.206,70.297,1044386.0,0,
RICH BARCELO,2007.0,80.0,286.0,63.11,-0.422,71.659,334244.0,0,
RICH BEEM,2007.0,89.0,291.0,64.36,0.254,71.036,868658.0,0,
RICHARD JOHNSON,2007.0,93.0,281.1,64.65,-0.398,71.555,377951.0,0,
ROBERT ALLENBY,2007.0,90.0,299.6,68.29,0.67,70.462,2219538.0,0,
ROBERT GAMEZ,2007.0,88.0,281.2,65.81,-0.413,71.629,693464.0,0,
ROBERT GARRIGUS,2007.0,95.0,310.5,67.02,0.018,71.358,1260010.0,0,
ROCCO MEDIATE,2007.0,72.0,278.1,64.89,0.208,70.998,1166294.0,0,
ROD PAMPLING,2007.0,92.0,286.4,65.12,0.649,70.335,1475970.0,0,
RORY SABBATINI,2007.0,81.0,289.9,61.6,1.265,69.741,4550040.0,1,Crowne Plaza Invitational at Colonial
RYAN ARMOUR,2007.0,107.0,284.7,66.29,-0.036,71.048,862979.0,0,
RYAN MOORE,2007.0,92.0,290.7,65.64,0.488,70.7,1554901.0,0,
RYAN PALMER,2007.0,91.0,294.9,63.8,-0.194,71.68,524988.0,0,
RYUJI IMADA,2007.0,104.0,282.6,62.72,0.26,70.952,1414864.0,0,
SCOTT GUTSCHEWSKI,2007.0,67.0,306.1,62.7,-0.837,71.994,252179.0,0,
SCOTT VERPLANK,2007.0,82.0,279.6,64.33,0.943,69.693,3114289.0,1,EDS Byron Nelson Championship
SEAN O'HAIR,2007.0,98.0,296.8,67.12,1.152,70.19,1921226.0,0,
SERGIO GARCIA,2007.0,68.0,294.2,64.56,1.461,69.481,3721185.0,0,
SHAUN MICHEEL,2007.0,91.0,284.4,66.04,0.366,70.964,948195.0,0,
SHIGEKI MARUYAMA,2007.0,84.0,277.7,60.98,-0.065,71.175,951288.0,0,
STEPHEN AMES,2007.0,81.0,282.2,64.94,0.58,70.09,2103426.0,1,Children's Miracle Network Classic
STEPHEN LEANEY,2007.0,82.0,277.4,68.43,0.412,70.82,1015200.0,0,
STEVE ALLAN,2007.0,63.0,302.4,64.78,0.244,70.873,568059.0,0,
STEVE ELKINGTON,2007.0,87.0,280.7,63.05,0.83,70.532,911875.0,0,
STEVE FLESCH,2007.0,100.0,287.5,65.83,0.007,70.958,2288899.0,2,"RenoâTahoe Open, Turning Stone Resort Championship"
STEVE LOWERY,2007.0,74.0,292.0,66.29,-0.23,71.573,502622.0,0,
STEVE MARINO,2007.0,106.0,298.1,66.07,0.175,70.954,1179165.0,0,
STEVE STRICKER,2007.0,81.0,283.7,65.83,1.486,69.394,4663077.0,1,The Barclays
STEVE WHEATCROFT,2007.0,73.0,286.1,64.25,-0.879,72.138,153246.0,0,
STEWART CINK,2007.0,91.0,294.7,66.16,0.668,70.133,2483146.0,0,
STUART APPLEBY,2007.0,74.0,290.9,61.57,0.339,70.477,1803385.0,0,
TAG RIDINGS,2007.0,52.0,303.9,62.78,-0.069,71.435,351590.0,0,
TED PURDY,2007.0,102.0,294.1,67.23,-0.17,71.36,758734.0,0,
TIGER WOODS,2007.0,63.0,302.4,71.02,3.092,67.794,10867052.0,7,"Buick Invitational, WGC-CA Championship, Wachovia Championship, WGC-Bridgestone Invitational, PGA Championship, BMW Championship, The Tour Championship"
TIM CLARK,2007.0,66.0,278.1,61.37,0.988,69.877,2615152.0,0,
TIM HERRON,2007.0,98.0,287.3,64.6,0.454,70.509,951200.0,0,
TIM PETROVIC,2007.0,106.0,286.4,62.89,0.115,70.879,1052447.0,0,
TODD HAMILTON,2007.0,76.0,288.7,56.94,-1.554,72.933,109776.0,0,
TOM BYRUM,2007.0,50.0,281.4,65.16,-0.842,72.018,201508.0,0,
TOM JOHNSON,2007.0,74.0,288.4,64.51,-0.815,71.865,190926.0,0,
TOM LEHMAN,2007.0,62.0,284.6,68.19,0.302,70.667,880824.0,0,
TOM PERNICE JR.,2007.0,104.0,281.4,61.86,0.637,70.659,927408.0,0,
TOMMY ARMOUR III,2007.0,81.0,285.7,69.84,0.157,71.133,919134.0,0,
TREVOR IMMELMAN,2007.0,74.0,286.6,65.52,0.482,70.731,1801647.0,0,
TRIPP ISENHOUR,2007.0,86.0,287.1,60.57,-0.514,71.635,471980.0,0,
TROY MATTESON,2007.0,87.0,296.6,63.54,0.316,70.951,1282421.0,0,
VAUGHN TAYLOR,2007.0,91.0,283.6,64.18,0.506,70.561,1313353.0,0,
VIJAY SINGH,2007.0,102.0,293.8,66.22,1.379,69.489,4728376.0,2,"Mercedes-Benz Championship, Arnold Palmer Invitational"
WILL MACKENZIE,2007.0,100.0,291.4,66.17,0.342,70.718,1116507.0,0,
WOODY AUSTIN,2007.0,95.0,286.1,65.5,0.319,70.419,2887596.0,1,Stanford St. Jude Championship
ZACH JOHNSON,2007.0,76.0,280.4,64.44,1.074,69.906,3922338.0,2,"Masters Tournament, AT&T Classic"
AARON BADDELEY,2008.0,76.0,290.3,62.02,0.885,70.196,1665587.0,0,
ADAM SCOTT,2008.0,51.0,302.1,63.72,0.859,70.06,1979160.0,1,EDS Byron Nelson Championship
ALEJANDRO CAÃÂ±IZARES,2008.0,52.0,287.1,62.37,-0.426,71.151,162115.0,0,
ALEX CEJKA,2008.0,75.0,282.7,63.12,-0.01,71.096,893998.0,0,
ANDRES ROMERO,2008.0,69.0,299.1,58.79,-0.406,70.816,2064612.0,0,
ANTHONY KIM,2008.0,81.0,300.9,65.78,1.479,69.279,4656265.0,2,"Wachovia Championship, AT&T National"
BART BRYANT,2008.0,81.0,279.5,64.88,0.689,70.205,1719153.0,0,
BEN CRANE,2008.0,86.0,287.8,65.76,0.88,70.155,1488505.0,0,
BEN CURTIS,2008.0,80.0,284.7,63.45,0.761,69.981,2615798.0,0,
BILL HAAS,2008.0,99.0,296.7,68.07,0.391,70.638,1000939.0,0,
BILLY ANDRADE,2008.0,71.0,283.3,63.52,-0.963,71.967,243490.0,0,
BILLY MAYFAIR,2008.0,103.0,284.0,68.12,0.377,70.512,1750683.0,0,
BO VAN PELT,2008.0,101.0,292.0,67.3,-0.019,70.956,903967.0,0,
BOB ESTES,2008.0,90.0,282.6,68.69,0.498,70.742,829395.0,0,
BOB SOWARDS,2008.0,61.0,287.9,63.43,-0.847,71.967,263327.0,0,
BOB TWAY,2008.0,70.0,279.2,67.36,0.912,70.262,785641.0,0,
BOO WEEKLEY,2008.0,86.0,291.7,67.87,0.55,70.414,2398751.0,1,Verizon Heritage
BRAD ADAMONIS,2008.0,87.0,289.9,65.86,-0.2,71.079,862413.0,0,
BRAD ELDER,2008.0,67.0,289.8,64.94,-0.406,71.547,270365.0,0,
BRANDT JOBE,2008.0,52.0,298.8,66.45,-0.224,71.078,293214.0,0,
BRANDT SNEDEKER,2008.0,85.0,280.8,63.36,0.282,70.506,1531442.0,0,
BRENDEN PAPPAS,2008.0,66.0,294.9,65.28,-0.033,70.977,384072.0,0,
BRETT QUIGLEY,2008.0,80.0,287.5,64.53,0.426,70.897,878216.0,0,
BRETT RUMFORD,2008.0,72.0,282.7,61.52,-0.873,72.023,386419.0,0,
BRIAN DAVIS,2008.0,108.0,277.7,65.23,0.305,70.718,1151558.0,0,
BRIAN GAY,2008.0,102.0,270.5,63.71,0.716,70.015,2205513.0,1,Mayakoba Golf Classic
BRINY BAIRD,2008.0,113.0,285.2,70.0,0.7,70.187,2039808.0,0,
BUBBA WATSON,2008.0,97.0,315.1,67.6,0.518,70.789,1533523.0,0,
CAMERON BECKMAN,2008.0,87.0,281.9,65.82,-0.111,71.238,1312837.0,1,Frys.com Open
CAMILO VILLEGAS,2008.0,79.0,293.3,64.6,1.254,69.49,4422641.0,2,"BMW Championship, The Tour Championship"
CARL PETTERSSON,2008.0,110.0,286.0,63.54,0.754,70.245,2512538.0,1,Wyndham Championship
CARLOS FRANCO,2008.0,73.0,285.6,66.83,0.04,71.099,378769.0,0,
CHAD CAMPBELL,2008.0,94.0,289.9,68.44,0.901,70.04,2404770.0,0,
CHAD COLLINS,2008.0,72.0,277.5,60.86,-0.483,71.538,339959.0,0,
CHARLES HOWELL III,2008.0,101.0,293.6,66.78,0.545,70.82,1449232.0,0,
CHARLES WARREN,2008.0,79.0,301.1,66.88,-0.916,72.106,800694.0,0,
CHARLEY HOFFMAN,2008.0,94.0,300.8,66.24,-0.079,71.287,945702.0,0,
CHARLIE WI,2008.0,97.0,287.4,66.44,0.47,70.229,1515395.0,0,
CHEZ REAVIE,2008.0,102.0,281.8,66.61,-0.056,70.957,1444102.0,1,RBC Canadian Open
CHRIS DIMARCO,2008.0,87.0,277.4,63.35,-0.183,71.378,590744.0,0,
CHRIS RILEY,2008.0,51.0,279.1,61.89,-0.454,71.237,388850.0,0,
CHRIS STROUD,2008.0,81.0,287.4,67.63,-0.556,71.73,482405.0,0,
CLIFF KRESGE,2008.0,84.0,280.9,65.0,-0.118,70.954,1068207.0,0,
COREY PAVIN,2008.0,69.0,261.4,57.95,0.379,70.325,924282.0,0,
CRAIG KANADA,2008.0,65.0,272.6,62.52,-0.208,71.058,363597.0,0,
D.J. TRAHAN,2008.0,94.0,291.3,66.25,0.523,70.329,2304368.0,0,
DANIEL CHOPRA,2008.0,84.0,294.2,59.77,0.061,71.204,1630690.0,1,Mercedes-Benz Championship
DAVID DUVAL,2008.0,51.0,285.5,57.84,-1.876,73.203,114974.0,0,
DAVID LUTTERUS,2008.0,59.0,287.9,62.37,-1.701,72.383,129886.0,0,
DAVID TOMS,2008.0,70.0,282.2,65.2,0.548,70.317,799114.0,0,
DAVIS LOVE III,2008.0,78.0,301.3,64.74,0.664,70.297,1695237.0,1,Children's Miracle Network Classic
DEAN WILSON,2008.0,109.0,276.2,65.61,0.341,70.712,1350002.0,0,
DOUG LABELLE II,2008.0,65.0,281.6,64.66,-0.29,71.105,338132.0,0,
DUDLEY HART,2008.0,74.0,275.5,66.11,0.532,70.587,2218817.0,0,
DUSTIN JOHNSON,2008.0,92.0,309.7,63.71,-0.28,71.223,1789895.0,1,Turning Stone Resort Championship
ERIC AXLEY,2008.0,113.0,287.7,61.16,-0.384,71.316,899215.0,0,
ERNIE ELS,2008.0,51.0,291.6,61.33,0.611,69.898,2537290.0,1,The Honda Classic
FRANK LICKLITER II,2008.0,107.0,284.1,63.97,-0.307,71.263,548113.0,0,
FRED COUPLES,2008.0,60.0,299.6,65.46,0.762,70.758,949281.0,0,
FREDDIE JACOBSON,2008.0,78.0,282.7,61.82,0.589,70.3,1597423.0,0,
GAVIN COLES,2008.0,54.0,271.5,67.15,0.328,70.744,455003.0,0,
GEOFF OGILVY,2008.0,65.0,292.1,61.89,0.81,70.253,2880099.0,1,WGC-CA Championship
GEORGE MCNEILL,2008.0,97.0,295.0,68.44,0.387,70.785,1361532.0,0,
GLEN DAY,2008.0,64.0,274.9,64.37,0.344,70.623,435263.0,0,
GREG KRAFT,2008.0,63.0,273.6,59.49,-0.314,71.265,1204559.0,1,Puerto Rico Open
HARRISON FRAZAR,2008.0,73.0,299.9,70.34,-0.545,71.606,444059.0,0,
HEATH SLOCUM,2008.0,104.0,279.9,66.77,0.277,70.638,1491916.0,0,
HUNTER MAHAN,2008.0,87.0,289.9,69.61,1.006,70.171,2208855.0,0,
IAN POULTER,2008.0,51.0,283.6,59.75,0.38,70.269,1488214.0,0,
J.B. HOLMES,2008.0,86.0,310.3,62.94,0.524,70.596,2166131.0,0,
J.J. HENRY,2008.0,108.0,291.7,69.19,0.098,70.978,931162.0,0,
J.P. HAYES,2008.0,67.0,284.2,61.03,-0.889,71.875,312152.0,0,
JAMES DRISCOLL,2008.0,85.0,295.0,65.05,-0.238,71.6,708549.0,0,
JASON ALLRED,2008.0,63.0,298.6,62.67,-1.137,72.357,100596.0,0,
JASON DAY,2008.0,81.0,297.4,65.5,-0.083,71.176,767393.0,0,
JASON GORE,2008.0,94.0,299.7,67.02,0.064,71.174,779664.0,0,
JAY WILLIAMSON,2008.0,96.0,284.4,66.73,-0.358,71.363,758862.0,0,
JEFF GOVE,2008.0,50.0,286.4,67.87,-0.142,71.457,290410.0,0,
JEFF MAGGERT,2008.0,86.0,285.9,66.34,-0.26,71.218,444484.0,0,
JEFF OVERTON,2008.0,103.0,297.6,64.14,0.247,70.954,890489.0,0,
JEFF QUINNEY,2008.0,87.0,272.5,61.81,0.415,70.788,1999371.0,0,
JERRY KELLY,2008.0,89.0,277.0,63.36,0.2,70.941,1652400.0,0,
JESPER PARNEVIK,2008.0,88.0,287.6,60.85,0.18,70.923,635819.0,0,
JIM FURYK,2008.0,95.0,280.4,66.78,1.287,69.694,3455714.0,0,
JIM MCGOVERN,2008.0,75.0,280.0,65.46,-0.955,71.66,136088.0,0,
JIMMY WALKER,2008.0,73.0,295.4,63.08,-0.476,71.421,282249.0,0,
JIN PARK,2008.0,85.0,274.4,62.84,-0.852,71.926,227102.0,0,
JOE DURANT,2008.0,92.0,286.5,71.1,-0.314,71.267,802568.0,0,
JOE OGILVIE,2008.0,100.0,287.7,64.12,0.157,70.865,1035831.0,0,
JOHN HUSTON,2008.0,56.0,291.5,70.3,0.646,70.807,496876.0,0,
JOHN MALLINGER,2008.0,95.0,279.0,60.82,0.376,70.479,1201433.0,0,
JOHN MERRICK,2008.0,98.0,299.0,67.72,-0.019,70.546,1312005.0,0,
JOHN RIEGGER,2008.0,73.0,290.1,69.49,-0.014,71.16,289501.0,0,
JOHN ROLLINS,2008.0,94.0,288.9,63.48,0.303,71.057,1016032.0,0,
JOHN SENDEN,2008.0,93.0,288.8,69.08,0.586,70.424,1269083.0,0,
JOHNSON WAGNER,2008.0,83.0,283.2,61.6,-0.022,71.153,1431001.0,1,Shell Houston Open
JON MILLS,2008.0,95.0,293.2,65.71,-0.556,71.552,489510.0,0,
JONATHAN BYRD,2008.0,88.0,285.3,63.01,0.287,71.028,1039584.0,0,
JUSTIN BOLLI,2008.0,87.0,284.1,66.88,-0.828,72.11,458022.0,0,
JUSTIN LEONARD,2008.0,101.0,281.4,66.61,1.138,69.772,3943542.0,1,Stanford St. Jude Championship
K.J. CHOI,2008.0,74.0,286.1,65.48,0.885,70.259,2683442.0,0,
KEN DUKE,2008.0,116.0,284.9,64.8,0.597,70.38,2238885.0,0,
KENNETH FERRIE,2008.0,72.0,284.8,64.84,-0.681,71.708,288772.0,0,
KENNY PERRY,2008.0,97.0,296.0,67.47,1.076,69.826,4663794.0,3,"Memorial Tournament, Buick Open, John Deere Classic"
